rewire_id,text,label
kenya2022_english-2752,[USER] Russia is not at war with Ukraine either. Just eating up their territory. As Kenya is doing with Somalia.,
kenya2022_english-2753,"RT [USER]: I don’t like what Ngilu is saying, Uhuru must go home NOW. That’s the constitution. [USER]",
kenya2022_english-2754,"[USER] Kakamega deserves bette leadership that can not be provided by a sellout like you omondi,you are not anywhere near being a governor#CoalitionOfgangstersTawe",
kenya2022_english-2755,"[USER] ""It can happen to anyone.... especially if at least one of the parties to the war is white.""",
kenya2022_english-2756,"[USER] Waaahhh!! Even I, a bonafide mūndū wa nyūmba adherent, can tell this is an atrocious heresy! [USER] [USER] don't y'all agree?",
kenya2022_english-2757,"[USER] Prof, don't Mandelanize a Mongosuthu Buthelezi to hoodwink people",
kenya2022_english-2758,[USER] [USER] People are  moving to electric vehicles but u and team promoting use of backward wheelbarrows. Which economics did u study surely!!!,
kenya2022_english-2759,"RT [USER]: Hitting the gym, eating clean, and avoiding toxic women is the highest form of self-care.",
kenya2022_english-2760,[USER] The fact is....you're another nyagarama.,
kenya2022_english-2761,[USER] One thing that is certain is that most pastors n priests in Kenya are headed to hell n am not judging. They have just fell short in their duties. Uhuru was very much right about it.#SaganaDeclaration,
kenya2022_english-2762,[USER] Putin is a psycho,
kenya2022_english-2763,[USER] Africans in Ukraine deserve to fight against invasion,
kenya2022_english-2764,"[USER] Remove it, Putin is second to Hitler",
kenya2022_english-2765,[USER] Because we are ruled by Home guards.,
kenya2022_english-2766,[USER] They are clipping  Tingas wings !🤣,
kenya2022_english-2767,[USER] Huogopi political purge if Uliam wins Telo ama you tafuta asylum?,
kenya2022_english-2768,[USER] Alway the invaders gets more deaths,
kenya2022_english-2769,[USER] Pedro should just become gay,
kenya2022_english-2770,Best time to start another war huko #Taiwan.,
kenya2022_english-2771,[USER] [USER] Too much dj afro,
kenya2022_english-2772,[USER] Too dangerous to lead this mighty country,
kenya2022_english-2773,[USER] We can bet this on your ugly face,
kenya2022_english-2774,[USER] Celebrating violence! A big goon you are,
kenya2022_english-2775,[USER] COVID victims blood suckers,
kenya2022_english-2776,[USER] just sanction them 632 billion lol,
kenya2022_english-2777,"Vayolense everywhere mhesh [USER], 🤣",
kenya2022_english-2778,[USER] Village political parties which are Uhuru owned,
kenya2022_english-2779,[USER] Go to hell!,
kenya2022_english-2780,Samidoh amechangamsha the big boys pale KICC,
kenya2022_english-2781,[USER] Go screw yuouself,
kenya2022_english-2782,[USER] [USER] cry more cracker,
kenya2022_english-2783,[USER] He thinks 🇰🇪 is brokeside. 😂 😂,
kenya2022_english-2784,[USER] To hell with your Mr MWIZI,
kenya2022_english-2785,[USER] You support Russia invasion.,
kenya2022_english-2786,[USER] Very racist..a civilised war!,
kenya2022_english-2787,[USER] Another confused magot.,
kenya2022_english-2788,[USER] Rustlernomics 101,
kenya2022_english-2789,[USER] What change bwana tweeter nuisance.,
kenya2022_english-2790,[USER] That house is tumbo house. Nothing more.,
kenya2022_english-2791,"[USER] [USER] Anaitwa Mr fisheman 🤣🤣, pole",
kenya2022_english-2792,[USER] May he die young  #uselesspresident,
kenya2022_english-2793,[USER] Russia should be stopped,
kenya2022_english-2794,[USER] Continue raping ur mother,
kenya2022_english-2795,[USER] Dictators love women also.,
kenya2022_english-2796,[USER] Pnly stupid UDAkustans cheer,
kenya2022_english-2797,[USER] Meanwhile in feminist hell,
kenya2022_english-2798,[USER] People Kenyans should abstain from.,
kenya2022_english-2799,[USER] Another idiotic clergy 🤣🤣🤣🤣.,
kenya2022_english-2800,[USER] Egg head !,
kenya2022_english-2801,[USER] Only for the myopic,
kenya2022_english-2802,[USER] Widow eater ...... shameless,
kenya2022_english-2803,[USER] Wet crack peddler,
kenya2022_english-2804,[USER] Foolish woman [USER],
kenya2022_english-2805,[USER] Libiya treat Africans really bad,
kenya2022_english-2806,[USER] Blackmail as usual  Fascist,
kenya2022_english-2807,[USER] Stupid we hated uhuru even more,
kenya2022_english-2808,"[USER] Africans should seek friendship elsewhere not Europe,",
kenya2022_english-2809,[USER] We will never vote for low energy baba,
kenya2022_english-2810,[USER] Propaganda  is part of war,
kenya2022_english-2811,[USER] And he was served right🤣,
kenya2022_english-2812,[USER] The party of goons and holiganism,
kenya2022_english-2813,Muthamaki Uhuru should sober up!,
kenya2022_english-2814,[USER] [USER] Dotard,
kenya2022_english-2815,"[USER] Go back to your sewer,swamp rat",
kenya2022_english-2816,[USER] Afro African has no say in the world bna,
kenya2022_english-2817,[USER] Stick to funding terrorism,
kenya2022_english-2818,[USER] Havi is a true definition of Mangina.,
kenya2022_english-2819,[USER] All these people are rejects in a normal functioning system.,
kenya2022_english-2820,[USER] Stop your nonesensical parawuaxitical lombende,
kenya2022_english-2821,[USER] Any sign interpreter around please🙄,
kenya2022_english-2822,[USER] Russians are overrated,
kenya2022_english-2823,[USER] Stupidity of unimaginable degree!,
kenya2022_english-2824,[USER] Speak on your own mzee😂😂,
kenya2022_english-2825,The foolish girl is playing that narrative and playing victim!,
kenya2022_english-2826,"[USER] Enjoy captivity,bulllshit",
kenya2022_english-2827,[USER] Violence is another name for Luos,
kenya2022_english-2828,[USER] Your trap can ONLY NASA the wiper leader.,
kenya2022_english-2829,[USER] #lowerfoodprices nigga,
kenya2022_english-2830,[USER] The Next Hitler,
kenya2022_english-2831,But Uhuru has  no influence.😂😂,
kenya2022_english-2832,[USER] And we piss in his mouth😊,
kenya2022_english-2833,[USER] But she will be in sagana today...pure fackery,
kenya2022_english-2834,[USER] Defend itself against what? Ona huyu?,
kenya2022_english-2835,[USER] Useless scholars in Kenya,
kenya2022_english-2836,"[USER] Talk to Joho directly, ODM manufacture Goons",
kenya2022_english-2837,[USER] The most bewildered Kisii guy,
kenya2022_english-2838,"[USER] Africa and their own FIFA, LOL",
kenya2022_english-2839,"[USER] [USER] Doktari, this one here is foreign?",
kenya2022_english-2840,[USER] You thought it was dead! Pole mama,
kenya2022_english-2841,[USER] Uhuru should go home,
kenya2022_english-2842,[USER] U known in killings...wea is hebei,
kenya2022_english-2843,[USER] Putin has started World War3,
kenya2022_english-2844,[USER] Red men achana na Russians 🤣🤣,
kenya2022_english-2845,[USER] K W S should came for you,
kenya2022_english-2846,[USER] We direct him to surrender,
kenya2022_english-2847,[USER] Assad supports the war,
kenya2022_english-2848,[USER] Those terrorists....,
kenya2022_english-2849,[USER] Tutigithie u noogle,
kenya2022_english-2850,[USER] Kenyans want to lick asses of White Donors,
kenya2022_english-2851,[USER] The most stupid Odm cow. Just remove your foreskin first,
kenya2022_english-2852,Back to UDA,
kenya2022_english-2853,[USER] Traitor,
kenya2022_english-2854,The Baba Movement,
kenya2022_english-2855,[USER] Stupi cheap whore licking uhurus ass,
kenya2022_english-2856,[USER] You finally unblocked me nigga,
kenya2022_english-2857,[USER] This people are evil.,
kenya2022_english-2858,[USER] The party of violence. 😎,
kenya2022_english-2859,[USER] All the whites are Ukrainians.,
kenya2022_english-2860,[USER] Is called Kenyans trickary and stupidity,
kenya2022_english-2861,[USER] You can vote for the sugoi thief.,
kenya2022_english-2862,[USER] Another idiot making noise about Kenya,
kenya2022_english-2863,[USER] Fooloshness of highest order,
kenya2022_english-2864,[USER] Inakuhusu nini fisherman??? Market your witch doctor 🤣,
kenya2022_english-2865,AlonSLOW vs Salah is the problem!,
kenya2022_english-2866,[USER] Says the chairman of homosexual sacco in kenya,
kenya2022_english-2867,[USER] Eh he...weird Africa is stable and moving,
kenya2022_english-2868,RT [USER]: Yellowmen,
kenya2022_english-2869,[USER] Good move from China,
kenya2022_english-2870,[USER] Tribal and abusive speech fro head is state.,
kenya2022_english-2871,[USER] I know and believe churches are corrupt,
kenya2022_english-2872,[USER] Nothing to improve the citizens livelihood😂,
kenya2022_english-2873,[USER] Hustler nation Ignorance Bureau,
kenya2022_english-2874,[USER] You will still go to hell.,
kenya2022_english-2875,[USER] I hate putin,
kenya2022_english-2876,[USER] Looking smart and sharp kiongoss,
kenya2022_english-2877,[USER] Racism 101.,
kenya2022_english-2878,"[USER] Nothing convincing, [USER] will bury Ethnicity by voting Raila.",
kenya2022_english-2879,Bwana money has been poured jubilee doing it like they are going back to power,
kenya2022_english-2880,[USER] In your dreams nigger,
kenya2022_english-2881,"Seams like UDA had natural death in Gusii land ,",
kenya2022_english-2882,[USER] Which Kikuyus?  #lowerfoodprices,
kenya2022_english-2883,[USER] Politely racist,
kenya2022_english-2884,[USER] Wacha hate speech,
kenya2022_english-2885,[USER] [USER] Blood thirsty people,
kenya2022_english-2886,[USER] China Russia same wozap group 👍💪,
kenya2022_english-2887,[USER] White supremacy everywhere,
kenya2022_english-2888,[USER] This Wanjigi is just fighting himself,
kenya2022_english-2889,[USER] Tell you bootylicker ruto to return tax payers money,
kenya2022_english-2890,They laugh at us. Reject UDA.,
kenya2022_english-2891,[USER] Focus on Somalia. Its worse there,
kenya2022_english-2892,[USER] African countries are puppets there. Mefi tu,
kenya2022_english-2893,[USER] Those are terrorists....,
kenya2022_english-2894,Baba the fifth,
kenya2022_english-2895,[USER] Hehe these Azimio chaps are getting confused.,
kenya2022_english-2896,[USER] #thekingisnaked #UhuruhatesChurch,
kenya2022_english-2897,[USER] He should be stop Russia si ya mamake!,
kenya2022_english-2898,[USER] Homosexuality Tena??,
kenya2022_english-2899,"tribal profiling,NCIC should be on his neck",
kenya2022_english-2900,Most definitely Mheshimiwa,
kenya2022_english-2901,[USER] slowly being degraded by Simpsons and feminist,
kenya2022_english-2902,[USER] Junet Muhammed is a shokora  hiding behind Rao,
kenya2022_english-2903,[USER] Qr for the stupid dramatic woman? Akae huko ata.,
kenya2022_english-2904,[USER] Both a moron and illiterate,
kenya2022_english-2905,We dont care she can join UDA!,
kenya2022_english-2906,[USER] This negro desparate asf,
kenya2022_english-2907,[USER] Camel English 😂😂,
kenya2022_english-2908,[USER] we have no country 🇰🇪,
kenya2022_english-2909,[USER] Arap mashamba is a typical terrorist.,
kenya2022_english-2910,"[USER] poor Africans, poor black people.",
kenya2022_english-2911,[USER] Junet is a somali not Luo,
kenya2022_english-2912,[USER] Tribal bigot mouth piece yapping foul smelly wordings,
kenya2022_english-2913,[USER] The Senior Camel is a shameless mercenary...,
kenya2022_english-2914,Did that require a bibiyai?,
kenya2022_english-2915,Itumbi is allover,
kenya2022_english-2916,[USER] Unfortunately Kenyans are buying it😜,
kenya2022_english-2917,[USER] Russia friend the west deserves a fall,
kenya2022_english-2918,[USER] Indeed he is delusional check ✅,
kenya2022_english-2919,[USER] This is Hitler recantation,
kenya2022_english-2920,[USER] Myopic African Memory,
kenya2022_english-2921,[USER] Another PNU this one,
kenya2022_english-2922,[USER] Cowards! They fear wanjigi,
kenya2022_english-2923,[USER] [USER] Backward brain,
kenya2022_english-2924,[USER] [USER] Another racist,
kenya2022_english-2925,[USER] You just go back to where you teach ngubaro,
kenya2022_english-2926,[USER] violence everywhere😂,
kenya2022_english-2927,[USER] Bwana torture chambers iliisha,
kenya2022_english-2928,[USER] Kill then come here to seek false sympathy,
kenya2022_english-2929,I was kidding. Party chair died hating Rao.,
kenya2022_english-2930,[USER] Brainless UDA 🤣🤣  Champions of the world,
kenya2022_english-2931,[USER] the enemy is #Russia,
kenya2022_english-2932,[USER] Being corrupt in Kenya political landscape is virtue,
kenya2022_english-2933,[USER] Only devil worshippers shall,
kenya2022_english-2934,[USER] Idiot!,
kenya2022_english-2935,[USER] As if the the Marakwets who deserves a dam are lesser humans to God. He is in heaven doesn't condone stealing,
kenya2022_english-2936,[USER] said they will pour the beans if the president spill the beans. I am waiting to see if he is a man with testicles,
kenya2022_english-2937,"[USER] Shenzi, he thought Ukraine is a walkover, let them go nuclear the remnants will rebuild the world.",
kenya2022_english-2938,[USER] There's no sense. These are normal rhetoric by such like mdvd and his bunch of udakus as campaign tool. It is as well senseless to talk of a bomb of any kind.,
kenya2022_english-2939,[USER] Ufisadi Daima Alliance looted our country clean. After being sworn in Baba will come for the loot!,
kenya2022_english-2940,[USER] Is this the picture of Jubilee party leader you coconut head??,
kenya2022_english-2941,[USER] I wish the silent K in that word could also be omitted in writing. You'd be women rep straight away,
kenya2022_english-2942,[USER] So you have evidence on how they died and you are presenting your evidence on tweeter! And you call yourself a leader. Shut up,
kenya2022_english-2943,"[USER] [USER] Just eat the Sugoi millions pole, pole... NO Luhya will follow you there. Never!",
kenya2022_english-2944,[USER] That's why I support a tactical nuke strike The aim is to weaken Russia and hope for regime change They have a pawn called navalny,
kenya2022_english-2945,[USER] Let's start with Muteshi welfare.. May he RIP,
kenya2022_english-2946,[USER] [USER] [USER] Quick Recovery madam. Senior Camel was spreading propaganda that you are in Sagana....the buffoon!,
kenya2022_english-2947,[USER] That's why I'm forever a racist I won't stand against racism I'm the. Racist,
kenya2022_english-2948,[USER] Your father and his fellow KANU cantankerous didn't allow democracy to thrive.,
kenya2022_english-2949,[USER] I have confirmed now that your big head is just but another pumpkin,
kenya2022_english-2950,[USER] These are only making noise like Azimio fellows. They'll not move an inch into Ukraine. Ukrainians will have to save themselves out!,
kenya2022_english-2951,"[USER] When UDAku sheep are triggered they revert to insults,it's like a defense mechanism",
kenya2022_english-2952,"[USER] They are looking for Ukraine juews not Ukraine Ukraine , they will not find them easily , if they touch an Israeli Ukraine president will Jews respond . Will Russia survive",
kenya2022_english-2953,[USER] surely there is war because Putin was bored and decided to create fire works all over Ukraine  hii kitu si funny hivyo my friend.,
kenya2022_english-2954,[USER] The only killers of people in Kenya in this manner are the majority tribe in UDA that much we know.,
kenya2022_english-2955,[USER] Please tell Kenyans what you really understand in CIVICS instead of playing chances for your Chief Goon.,
kenya2022_english-2956,[USER] Stage managed. Keep killing them for sympathy votes. You want to portray Luos being killers?  Stop killing people,
kenya2022_english-2957,[USER] Just the other day he was a nice guy for defending some middle East countries 🤦,
kenya2022_english-2958,"[USER] I tought mr president is commander in chief,, why yapping like normal mwanainchi,, those was just tribal politics",
kenya2022_english-2959,"[USER] Shame on them. The rains bro begun beating us in 2013 when two tribes blundered by electing mtu wetu. Again they are on it this year,Alibaba and 40 thieves are drumming up",
kenya2022_english-2960,[USER] The sagana event should have been a private mlima meeting otherwise why publicize it only to address it in kikuyu,
kenya2022_english-2961,[USER] You mean Kikuyus from the neighborhood weren't supposed to dress well? Nyoko!,
kenya2022_english-2962,[USER] [USER] your white customers should just leave Africa to the Africans than pretending our friends yet our BLACK people are being mistreated in their continents.,
kenya2022_english-2963,[USER] [USER] Eh! What a way to injure a man who's already down bad with ignorance😬,
kenya2022_english-2964,[USER] [USER] No wonder  they prefer boardrooms meeting or transporting goons from Nairobi with school buses 😅😅😅,
kenya2022_english-2965,[USER] Russia has every Right to protect itself from the Ukraine - Nato alliance!,
kenya2022_english-2966,[USER] [USER] When will you guys brush your teeth? Asking for sugoi murder,
kenya2022_english-2967,[USER] The good thing you are not from there....Mambo ya mt Kenya wachana nayo!!,
kenya2022_english-2968,[USER] Religion is the biggest mistake in this country this pot bellied pastor's are just as greed as corrupt politicians,
kenya2022_english-2969,[USER] They know they will not have a chance to continue stealing and lying to Kenyans! Sugoi man is doomed! Kenya has to come!,
kenya2022_english-2970,[USER] If it was African country we could be down now... We need to build our own super power state like USA,
kenya2022_english-2971,"[USER] [USER] Africans why do you go to these people as beggars ?    Yes marry their beauties and bring them to Africa.    Kifua mbele, matako nyumba !",
kenya2022_english-2972,"[USER] [USER] [USER] Look at this tribalist , such primitive leaders have no room in the Kenya we want today.",
kenya2022_english-2973,[USER] [USER] Who cares ?we are not part of kenyatta family,
kenya2022_english-2974,[USER] [USER] With an expired passport and the tedious process of renewal wasn't planning to vote. Now will go replace my passport number with id number so that I vote for the victim,
kenya2022_english-2975,[USER] [USER] What else do you know apart from conmanship?you banish monkey?,
kenya2022_english-2976,"[USER] OKA saw Wanjigi true colours and dropped him like hot embers. ODM has withered storms, this is just a mnyambo that will disappear in thin air.",
kenya2022_english-2977,[USER] Eat your donor money from the west. It feeds you. Thats why you support the NATO side.,
kenya2022_english-2978,[USER] 😂😂 ati Ukraine is Russia...this Alai guy is just a fool.,
kenya2022_english-2979,[USER] Coz Putin will slaugter them like chichen. They were killed in thousands by a few talipans in Afghanistan. Putin is a different breed.,
kenya2022_english-2980,[USER] The problem is kalonzo will always work with baba but he must sign a memorandum of agreement for us wiper members and nyamira county odm governor resign and support you hatuwezi pelekwa Azimio kama mboga inapelekwa kwa soko.,
kenya2022_english-2981,RT [USER]: Africans NEVER changed their profiles into Libyan flags when US bombs were dropping killing innocent Africans in Libya. The c…,
kenya2022_english-2982,"[USER] Don, you made the point...never seen such a neanderthal thinking",
kenya2022_english-2983,"[USER] [USER] 🤣🤣🤣🤣🤣🤣🤣🤣🤣come again?  Hitler, Stalin etc were women?  Which woman sat to help decide to bomb Japan?",
kenya2022_english-2984,"[USER] Kenya has enough problems like how not to elect leaders based on their ability to twerk.Aisee,solve that.",
kenya2022_english-2985,"[USER] U mean Jimmy was not worked on ,then my tribesmen have changed....if it was the ODM i knew it could have been a different case altogether",
kenya2022_english-2986,[USER] Egg head  Itumbi you have not realize that we're not buying your cheap Propaganda. Baba Is The Fith.,
kenya2022_english-2987,"[USER] [USER] Let them fight each other , let American go russia and let russia move to America",
kenya2022_english-2988,"Cracks in azimio, [USER] is demanding much from [USER], small parties associated with ODM should be folded to join Jubilee...  A strategy to destroy ODM",
kenya2022_english-2989,"[USER] Vegetables are cheaper in supermarkets. Especially greens, onions, carrots. The mama mbogas are brokers.",
kenya2022_english-2990,"[USER] hypocrisy,no wonder I've not stood with them since day one",
kenya2022_english-2991,[USER] [USER] But you still voted Uhunye 3 Times. You'll go home with your UDAku,
kenya2022_english-2992,[USER] [USER] Coz she is among the thefts the President is talking about... This woman steals even from the dead...,
kenya2022_english-2993,"The West is so concerned of nonexistent democracy in Ukraine but very much ok with a dictatorship in Saudi Arabia, communism in China",
kenya2022_english-2994,"[USER] That Russian Barbarian should be castrated n hanged, He should be the last dinosaur to reign",
kenya2022_english-2995,RT [USER]: [USER] Tribalism. Ethnochauvinism. He is shouting out to the coalition of 'white' tribes. It is a far more primordial ins…,
kenya2022_english-2996,[USER] Don't pay evil with evil! unless you're a witch .,
kenya2022_english-2997,"[USER] They report how hard Kyiv is being hit by Russia, but its the Russians suffering the casualties. LOL. #Kyev",
kenya2022_english-2998,"[USER] Took you pretty long to discover Europe is racist, eh?",
kenya2022_english-2999,"[USER] Alafu nyinyi huku kenya mko ""WE STAND WITH UKRAINE""  We just pray that our fellow black Africans are safe for now. Otherwise wacha watu walipuane White for white",
kenya2022_english-3000,[USER] [USER] Property in South Africa if u compare their prices to those in kenya . Unacheka unaisha. This kenya is a crime scene,
kenya2022_english-3001,"[USER] Even if its politics, never judge one based on how God created them. That's too low, so Ichungwah je?",
kenya2022_english-3002,[USER] [USER] And how is Ukraine involved in that? What do you use in place of brain?,
kenya2022_english-3003,[USER] See how Wehliye is justifying violence.. A typical ODM menion growing to be like them..,
kenya2022_english-3004,"[USER] You are not a spokesperson for luhya, so just shut up",
kenya2022_english-3005,"[USER] We can't afford to impregnate these women in peace 😌 ,we no longer have energy #lowerfoodprice",
kenya2022_english-3006,"[USER] It’s called hypocrisy, they always walk with empty bowls to beg from the USA, Kenya’s foreign policy is the most bankrupt",
kenya2022_english-3007,[USER] We know very well that wiper leader he is afraid of being double crossed by that cheaterable man of vitendawili,
kenya2022_english-3008,"[USER] Message meant for Kikuyus alone,where do you come in 🤔",
kenya2022_english-3009,[USER] Wacha ufala. U wanted them to wear the legio maria gowns which is the smartest a kisii can wear.  As a propaganda paid blogger u can try better. Central sio ya nyanyako!,
kenya2022_english-3010,"[USER] He thought it would be easy to invade Ukraine without much effort,man has realized ni kubaya🤣🤣🤣",
kenya2022_english-3011,If this is true then to let Putin nuke them to the ground.  #racism   #AfricansinUkraine  [USER]  [USER]  #StandWithUkraine  #Putin,
kenya2022_english-3012,[USER] Yet we still say west are good.  I hate the west their civilization is the worst they are destroyers they are fucking shit,
kenya2022_english-3013,"[USER] But he voted for [USER],was that not a Kikuyu????",
kenya2022_english-3014,"[USER] All those with yellow and green berets were Ferried, they are not from Nyeri 🤣🤣🙏",
kenya2022_english-3015,[USER] Sometimes mistaken though but they've always had credible reasons to invade countries. Syria was ISIS headquarters,
kenya2022_english-3016,"[USER] lunatic....why are with the satan,,,why are you cheering  lucifer on bloodshed mission",
kenya2022_english-3017,"[USER] Not only Kenyans bro it's all over African continent, the populations are cowards and lazy",
kenya2022_english-3018,"[USER] But those sycophancy of kalenjins can't hear nor see anything wrong with this,man syndrome",
kenya2022_english-3019,"[USER] In Kenya we are now competing on who is more corrupt, may the winner carry the day",
kenya2022_english-3020,[USER] This guy is stupid than anything  we have in kenya ......,
kenya2022_english-3021,[USER] You must be insane to stand with Russia in this massive aggression.,
kenya2022_english-3022,[USER] [USER] But I will definitely not be part of UDAku nation,
kenya2022_english-3023,"[USER] Please eat your sore grapes in silence, the audience was Kikuyus hence non of your business. Pigia  matako juu debe leave uhuru alone to talk to his supporters. Shameless",
kenya2022_english-3024,[USER] there is a Facebook page nliona wazungu wakitusi watu black calling them  monkeys  ifelt like killing each of them,
kenya2022_english-3025,"[USER] [USER] Those who shifted to UDA are dead jubilee was at work, now prepare for real battle.",
kenya2022_english-3026,[USER] Infact Russia should bomb that country and  install a puppet government they cannot be judging black because of color  #blacklifematters,
kenya2022_english-3027,"[USER] [USER] Which PhD, how can such a blockhead have one?",
kenya2022_english-3028,"[USER] But this isn't the better Kenyans should think, not unless in deep slumber.",
kenya2022_english-3029,[USER] So what ?? U were also a lady money conning me for money before being hired by azimio .... heshimu watu,
kenya2022_english-3030,"[USER] Any patriotic Kenyan deserve to be bitter because there's no logical justification that this money has been invested in the country, they can't fool us anymore",
kenya2022_english-3031,[USER] This is the reason Uhuru isn't even concerned with lowering food prices. Am ashamed of my people from the mountain,
kenya2022_english-3032,[USER] [USER] The Kenyans that are not Uda in nature so you won't understand,
kenya2022_english-3033,[USER] Uhuru has lost track...a whole president talking in kikuyu is a shame to him and the other tribes in kenya,
kenya2022_english-3034,So [USER] [USER]  cant suspend [USER] for cheering violence against Ukranians. I dont subscribe to such small brains,
kenya2022_english-3035,RT [USER]: [USER] [USER] They will swarm and slaughter the now-villain while their press sings praises for hideous crimes against…,
kenya2022_english-3036,[USER] [USER] Polish your grammar first before being proud of a foreign language you don't understand its rules.,
kenya2022_english-3037,"[USER] I support coz MK spued garbage the day Msando was lost. We also go for killers of Jacob Juma, Kenei and others",
kenya2022_english-3038,[USER] WEIRD thinking..you mean the person who abuses UHURU is  better leader !! comical though.,
kenya2022_english-3039,"[USER] if you knew how the nusu mkate government came about you could be quiet now, anyway wheelbarrow supporters are illetrate",
kenya2022_english-3040,"So sugoi thug can form coalition even with everybody and anybody except Mt.Kenya parties? Who bewitched those tukunias rigathi, ndindi, ichungwa cucu wahome????",
kenya2022_english-3041,[USER] [USER] Hiding in a bunker full of security while sending innocent Russians to Kill other Russians. Let him go to war and ride in the front line if he thinks he's got balls.,
kenya2022_english-3042,[USER] You one of the 47M kenyans who take bribes then forget about everybody in the streets🖕,
kenya2022_english-3043,"[USER] Please post the translated script. But why was he speaking in Kikuyu, was it purely a Kikuyu affair",
kenya2022_english-3044,"[USER] ...while the local media depict local nazi tribes, peviously armed by the ruling caste of the european peninsula, as savior of the country.",
kenya2022_english-3045,"[USER] Your term is almost thru, good riddance! Mental disorder is real....",
kenya2022_english-3046,[USER] Ukrain wanting to join NATO is a threat and putin dealt with it like he should ! I stand with russia 🇷🇺 I love Putin,
kenya2022_english-3047,[USER] To the bank straight.  You will not be Governor Muranga in August.  Not with those colours.  The red army is here to vanquish your lies and radicalisation of youth to wheelbarrow pushers.,
kenya2022_english-3048,[USER] With this kind of reasoning you would even suggest we print lots of money and give Kenyans!,
kenya2022_english-3049,"[USER] That's fine, as long as it is not a son from mt Kenya",
kenya2022_english-3050,[USER] We are behind uhuru and he is not telling us to vote for a Kikuyu it's time for luo athuri thaii,
kenya2022_english-3051,"[USER] It’s not farfetched though. If the Russian citizens are not happy about the invasion, the military wouldn’t be too happy.",
kenya2022_english-3052,[USER] [USER] Kikuyus cannot fit in a wheelbarrow. We will vote with Uhuru Kenyatta. Sagana Declaration is the real earthquake,
kenya2022_english-3053,"[USER] We know parliament is helpless against the executive , look at BBI misadventures. Rulership here  feeds on moral morass and you propagate such filthy approach to politics in such posts",
kenya2022_english-3054,[USER] [USER] Syria's ISIS were TERRORISTS who also killed innocent people.... did Ukrainian government kill Russians?,
kenya2022_english-3055,[USER] So what do you want them to do? Buy those and eat them?,
kenya2022_english-3056,RT [USER]: [USER] The worse and dangerous party in Kenya and the whole world,
kenya2022_english-3057,"[USER] But when it comes to Ukraine and Russia that were you draw the line, to you Ukrainian are less humans.",
kenya2022_english-3058,[USER] Kindly pass this to him...to kindly STFU amalize aende...he is making the electioneering period to be ethnically toxic! #SaganaDeclaration,
kenya2022_english-3059,[USER] You also had a dictator's picture as your profile don't forget that.,
kenya2022_english-3060,[USER] Woman you're expectations are too high n I think you should start preparing for extensive support shit coz you'll be down bad,
kenya2022_english-3061,[USER] [USER] Somalis are Cushites how do they join Arab League?,
kenya2022_english-3062,[USER] [USER] You support the same countries that killed our countrymen. Let Russia be,
kenya2022_english-3063,"[USER] The problem is Kenya is among the World and has bows, arrows and #lowerfoodprices (hunger and famine)",
kenya2022_english-3064,[USER] I hate Jubilee with passion the party I loved kuruka . My party leader burnt our goods in Mombasa.,
kenya2022_english-3065,[USER] Waaah it's the palm of your hands for me . Softer than the coochie you got,
kenya2022_english-3066,"[USER] We are still colonies. Either the by the whites or the African elites, who are at the mercy of the whites as well.",
kenya2022_english-3067,RT [USER]: “Europeans with blue eyes and blonde hair being ……”  #RacistEU,
kenya2022_english-3068,[USER] [USER] EU my foot let them go and save Ukraine 🇺🇦 😤,
kenya2022_english-3069,[USER] Same to Nairobi Women Rep seat. The line was Drawn before you began your campaigns. You are just escorting Passaris.,
kenya2022_english-3070,[USER] Relief in this age of county billions! Azimio will support anything as long as they get “uhurus” support.,
kenya2022_english-3071,[USER] prenupt ni mzuriama si mzuri?nway if u just leave her with house n business why does a divocee need another husband?other women just stalls n get forth hand cloths?,
kenya2022_english-3072,[USER] He knows Russia is not a joke..he.must.be waiting for NATO to attack first,
kenya2022_english-3073,[USER] Russia wants to change this regime and put their puppet regime in Ukraine..thats the whole point,
kenya2022_english-3074,[USER] Stay there and be a loyal mole ...UDA needs you there for our gain...I support your move mhesh,
kenya2022_english-3075,[USER] Kikuyus? Hope you'll get brains to think more than tribal lines,
kenya2022_english-3076,[USER] [USER] Taiwan is a part of China. Western media will get you hating the victim and praising the aggressor.,
kenya2022_english-3077,"[USER] Because if Ukraine was not invaded, the Africans would not be there begging to be admitted to Poland.",
kenya2022_english-3078,[USER] [USER] [USER] This granny applies secret admiration tricks to the Doyen!! Parking lot sex escapades! Shame on you. Tame your clit old Granny!!!!,
kenya2022_english-3079,"[USER] Starting with your worshipped deamy gods, your father is also in the same government sacking empty pockets of poor Kenyans. hypocrit fellow!",
kenya2022_english-3080,RT [USER]: [USER] And a white man will always discriminate a black man at any opportunity,
kenya2022_english-3081,"[USER] [USER] Exactly, that why we are focusing on Kenyanness & not tribes. #AzimioLaUmoja",
kenya2022_english-3082,[USER] He has never tried a Meru man's wife. Let him do that someday.,
kenya2022_english-3083,"[USER] Nothing new here, we're used to these vipindireeee...",
kenya2022_english-3084,[USER] When Israel is attacking Palestine everyone is quiet. Why if Russia does the same people are shouting. Or there are countries having monopoly to attack or being attacked. Ppl are sympathising with Ukraine while Palestinians are dying. This USA country is very stupid.,
kenya2022_english-3085,[USER] And many wonder why probably all Africans side with Russia. Plus people here in Africa are aware The Wagner group has been busy helping francophone afrique dismantle France. Phew,
